,id,sen,lab,umls
17,62,one week of continu auricular acupunctur decreas the pain and disabl experienc by woman with pregnanc relat low back and posterior pelvic pain ,2,one week of continu auricular acupunctur decreas the pain and disabl experienc by woman with pregnanc relat low back and posterior pelvic pain 
18,388,with the increas use of opioid among patient with cancer  further research in improv qualiti of life outcom is warrant ,1,with the increas use of opioid among patient with cancer NEOP  further research in improv qualiti of life outcom is warrant 
19,105,it ha clear been shown that omega digit fatti acid supplement provid a protect benefit in heart diseas  and in particular sudden cardiac death ,2,it ha clear been shown that omega digit fatti acid supplement provid a protect benefit in heart diseas DSYN  and in particular sudden cardiac death 
20,66,it can thus be conclud that in the manag of rosacea  basic skin care regimen  includ daili use of a therapeut moistur  offer optim benefit ,2,it can thus be conclud that in the manag of rosacea DSYN  basic skin care regimen  includ daili use of a therapeut moistur  offer optim benefit 
21,208,we specul that ankyloglossia play a signific role in earli breast feed difficulti  and that frenotomi is an effect therapi for these difficulti ,2,we specul that ankyloglossia CGAB play a signific role in earli breast feed difficulti  and that frenotomi is an effect therapi for these difficulti 
22,575,this studi is use in that it compar two common method of prepar of the upper limb prior to tourniquet inflat and which have not previous been compar in this context ,1,this studi is use in that it compar two common method of prepar of the upper limb prior to tourniquet inflat and which have not previous been compar in this context 
23,782,our result suggest that follow a stroke  the brain may be le respons to non invas brain stimul paradigm that aim to induc short term reorganis  and aerob exercis wa unabl to induc or improv this respons ,0,our result suggest that follow a stroke DSYN  the brain may be le respons to non invas brain stimul paradigm that aim to induc short term reorganis  and aerob exercis wa unabl to induc or improv this respons 
24,349,further studi of same a independ and adjuv therapi for major depress in adult is indic ,1,further studi of same a independ and adjuv therapi for major depress MOBD in adult is indic 
25,424,in those patient with migrain  the most common reason for misdiagnosi includ headach trigger  pain locat  and associ featur   guilt by provoc  locat  and associ   common attribut to sinus headach ,1,in those patient with migrain DSYN  the most common reason for misdiagnosi includ headach trigger  pain locat  and associ featur   guilt by provoc  locat  and associ   common attribut to sinus DSYN headach 
26,1346,this is the first doubl blind rct assess ciclosporin  in the manag of tdigitr in africa ,1,this is the first doubl blind rct assess ciclosporin  in the manag of tdigitr in africa 
27,36,patient subject report signific greater relief from symptom with debacterol than with kenalog in orabas or no treatment ,2,patient subject report signific greater relief from symptom with debacterol than with kenalog in orabas or no treatment 
28,38,on the basi of these and other find on pain prevent and amelior  we recommend that a local anesthet be administ in advanc of circumcis and that the mogen procedur be use  unless contraind ,1,on the basi of these and other find on pain prevent and amelior  we recommend that a local anesthet be administ in advanc of circumcis and that the mogen procedur be use  unless contraind 
29,148,after digit month  exercis systol bp wa similar reduc in patient who receiv losartan  digit     digit mm hg  p < digit digit  and hctz  digit     digit mm hg  p < digit digit  ,1,after digit month  exercis systol bp wa similar reduc in patient who receiv losartan  digit     digit mm hg  p < digit digit  and hctz  digit     digit mm hg  p < digit digit  
30,1336,further research is requir to replic the effect with more robust methodolog and power for sub group analysi includ socio econom status ,1,further research is requir to replic the effect with more robust methodolog and power for sub group analysi includ socio econom status 
31,22,bimanu pelvic examin ha mark limit for evalu adnexa  even with ideal circumst ,0,bimanu pelvic examin ha mark limit for evalu adnexa  even with ideal circumst 
32,271,we found that exposur to nonselect nsaid or opioid in the period digit digit day after a humer shaft fractur wa associ with nonunion ,1,we found that exposur INPO to nonselect nsaid or opioid in the period digit digit day after a humer shaft fractur INPO wa associ with nonunion 
33,392,the administr of three local cortivazol inject wa follow by suppress of the corticotrop axi that persist beyond digit day after epidur inject and recov more rapid after intra articular inject ,2,the administr of three local cortivazol inject wa follow by suppress PATF of the corticotrop axi that persist beyond digit day after epidur inject and recov more rapid after intra articular inject 
34,44,neither an antibiot nor a topic steroid alon or in combin wa effect a a treatment for acut sinus in the primari care set ,0,neither an antibiot nor a topic steroid alon or in combin wa effect a a treatment for acut sinus DSYN in the primari care set 
35,347,the efficaci of same in treat depress syndrom and disord is superior with that of placebo and compar to that of standard tricycl antidepress ,2,the efficaci of same in treat depress MOBD syndrom DSYN and disord DSYN is superior with that of placebo and compar to that of standard tricycl antidepress 
36,748,biventricular patient with an ostial stenosi had a higher probabl of a success outcom ,1,biventricular patient with an ostial stenosi ANAB had a higher probabl of a success outcom 
37,268,clonidin  ssri and snris  gabapentin and relax therapi show a mild to moder effect on reduc hot flush in woman with a histori of breast cancer ,2,clonidin  ssri and snris  gabapentin and relax therapi show a mild to moder effect on reduc hot flush in woman with a histori of breast cancer NEOP 
38,101,the electron beam ct coronari calcium score predict cad event independ of standard risk factor  more accur than standard risk factor and crp  and refin framingham risk stratif ,2,the electron beam ct coronari calcium score predict cad event independ of standard risk factor  more accur than standard risk factor and crp  and refin framingham risk stratif 
39,378,the evid for express syntax difficulti is more mix  and there is a need for further research to investig intervent for recept languag difficulti ,1,the evid for express syntax difficulti is more mix  and there is a need for further research to investig intervent for recept languag difficulti 
40,97,therefor  the choic of dose frequenc can be base on whichev approach will optim an individu adher with long term vitamin d supplement ,1,therefor  the choic of dose frequenc can be base on whichev approach will optim an individu adher with long term vitamin d supplement 
41,47,both ssri and trazodon appear to be toler reason well when compar to placebo  typic antipsychot and atyp antipsychot ,2,both ssri and trazodon appear to be toler PATF reason well when compar to placebo  typic antipsychot and atyp antipsychot 
42,117,high level of parent smoke in the home are associ with a reduct in health care contact for asthma ,0,high level of parent smoke in the home are associ with a reduct in health care contact for asthma DSYN 
43,350,curcumin ha been demonstr to be safe in six human trial and ha demonstr anti inflammatori activ ,2,curcumin ha been demonstr to be safe in six human trial and ha demonstr anti inflammatori activ 
44,31,in the adolesc outcom of this cohort  we found that these disturb were depend on the continu of adhd symptom ,1,in the adolesc outcom of this cohort  we found that these disturb were depend on the continu of adhd MOBD symptom 
45,305,among msm digit year of age and older with and without histori of anal condyloma  qhpv reduc the risk of anal condyloma develop ,2,among msm digit year of age and older with and without histori of anal condyloma DSYN  qhpv reduc the risk of anal condyloma DSYN develop 
46,647,liberti will investig real world pad patient treat with endovascular revascular with rigor studi guidelin and independ oversight of outcom ,1,liberti will investig real world pad NEOP patient treat with endovascular revascular with rigor studi guidelin and independ oversight of outcom 
47,517,fewer patient respond to gdht than anticip ,1,fewer patient respond to gdht than anticip 
48,738,further studi is need with a larger sampl size ,1,further studi is need with a larger sampl size 
49,89,blood pressur reduct from combin drug from these digit class can be predict on the basi of addit effect ,2,blood pressur reduct from combin drug from these digit class can be predict on the basi of addit effect 
50,1387,further studi are need to ass long term efficaci and safeti ,1,further studi are need to ass long term efficaci and safeti 
51,113,a higher dietari divers  therefor  might be associ with lower possibl of have some metabol disord ,2,a higher dietari divers  therefor  might be associ with lower possibl of have some metabol disord DSYN 
52,744,pain score  opioid use  time to mobilis  and length of stay were low in both group ropivacain and group placebo ,1,pain score  opioid use  time to mobilis  and length of stay were low in both group ropivacain and group placebo 
53,1224,vitamin d defici wa associ with higher diseas activ and sever and presenc of metabol syndrom ,0,vitamin d defici DSYN wa associ with higher diseas DSYN activ and sever and presenc of metabol syndrom DSYN 
54,262,migrain in woman of childbear age signific increas the risk of ischaem but not haemorrhag stroke ,0,migrain DSYN in woman of childbear age signific increas the risk of ischaem but not haemorrhag stroke DSYN 
55,286,howev  becaus of the small sampl size and the short term of this studi  further long term studi are need to determin the efficaci of p o ,1,howev  becaus of the small sampl size and the short term of this studi  further long term studi are need to determin the efficaci of p o 
56,369,in conclus  adjunct use of silymarin with glibenclamid improv the glycem control target by glibenclamid  dure both fast and postprandi  an effect that may be relat to increas insulin sensit in peripher tissu ,2,in conclus  adjunct use of silymarin with glibenclamid improv the glycem control target by glibenclamid  dure both fast and postprandi  an effect that may be relat to increas insulin sensit in peripher tissu 
57,302,base on the hypothesi that chronic lbp is a symptom reflect of a heterogen group of disord  categor of certain patient specif subgroup may be help in guid futur treatment decis make ,1,base on the hypothesi that chronic lbp is a symptom reflect of a heterogen group of disord DSYN  categor of certain patient specif subgroup VIRS may be help in guid futur treatment decis make 
58,1328,vegethon is a theori base  user inform mobil intervent that wa systemat develop use the idea framework ,1,vegethon is a theori base  user inform mobil intervent that wa systemat develop use the idea framework 
59,794,full robot gastrectomi with intracorpor robot sewn anastomosi for gastric cancer is safe and doe not increas the complic risk dure or after surgeri ,2,full robot gastrectomi with intracorpor robot sewn anastomosi ACAB for gastric cancer NEOP is safe and doe not increas the complic PATF risk dure or after surgeri 
60,381,the effect of multipl treatment option on the subject and object measur of hirsut have display vari result ,1,the effect of multipl treatment option on the subject and object measur of hirsut have display vari result 
61,306,pmva wa associ with an increas risk of stroke  particular among woman without other medic condit associ with stroke ,0,pmva wa associ with an increas risk of stroke DSYN  particular among woman without other medic condit DSYN associ with stroke DSYN 
62,309,evid for routin prescript of an ace inhibitor in patient with diastol hf  dhf  is inconsist ,1,evid for routin prescript of an ace inhibitor in patient with diastol hf  dhf  is inconsist 
63,197,the limit avail evid suggest folat may have a potenti role a a supplement to other treatment for depress ,2,the limit avail evid suggest folat may have a potenti role a a supplement to other treatment for depress MOBD 
64,214,heterogen in studi design need to be address in futur research in order to test the efficaci of this intervent ,1,heterogen in studi design need to be address in futur research in order to test the efficaci of this intervent 
65,12,u guidanc signific improv the accuraci of joint inject  allow a traine to rapid achiev higher accuraci than more experienc rheumatologist ,2,u guidanc signific improv the accuraci of joint inject  allow a traine to rapid achiev higher accuraci than more experienc rheumatologist 
66,255,there is insuffici evid to support the effect of melatonin in manag the cognit and non cognit sequela of dementia ,1,there is insuffici evid to support the effect of melatonin in manag the cognit and non cognit sequela PATF of dementia MOBD 
67,1276,it clinic effect is better than npwt or porcin adm dress alon  and this method may be suitabl for patient with non surgic treatment ,2,it clinic effect is better than npwt or porcin adm dress alon  and this method may be suitabl for patient with non surgic treatment 
68,1194,jxt could improv heart function of chd patient to differ degre  and it curat effect wa better than that of routin western medicin  simvastatin tablet  treatment ,2,jxt could improv heart function of chd patient to differ degre  and it curat effect wa better than that of routin western medicin  simvastatin tablet  treatment 
69,114,signific associ exist between dietari pattern identifi by factor analysi  the metabol syndrom  and insulin resist ,1,signific associ exist between dietari pattern identifi by factor analysi  the metabol syndrom DSYN  and insulin resist 
70,784,intraop dexmedetomidin doe not reduc postop opioid consumpt or improv pain score after multilevel deform correct spine surgeri ,0,intraop dexmedetomidin doe not reduc postop opioid consumpt or improv pain score after multilevel deform ANAB correct spine surgeri 
71,334,furthermor  in the major of these patient  the elev blood pressur can be control or signific improv ,2,furthermor  in the major of these patient  the elev blood pressur can be control or signific improv 
72,771,compar with dice regimen combin with rituximab  gdp regimen combin with rituximab in treatment of elder patient with relaps and refractori diffus larg b cell lymphoma can effici reduc tumor load  prolong the diseas free surviv time  improv the long term clinic prognosi  and not aggrav the side effect of drug ,2,compar with dice regimen combin with rituximab  gdp regimen combin with rituximab in treatment of elder patient with relaps DSYN and refractori diffus larg b cell lymphoma NEOP can effici reduc tumor NEOP load  prolong the diseas DSYN free surviv time  improv the long term clinic prognosi  and not aggrav the side effect of drug 
73,610,our find indic the general effect and practic of web base comput tailor intervent in term of increas self report habit strength for physic activ and fruit and veget consumpt ,1,our find indic the general effect and practic of web base comput tailor intervent in term of increas self report habit strength for physic activ and fruit and veget consumpt 
74,1208,this would reduc the need for parent to motiv their child extrins and allow for clinic trial to investig the effect of the system ,1,this would reduc the need for parent to motiv their child extrins and allow for clinic trial to investig the effect of the system 
75,296,clinic recommend  recommend digit  nsaid should be consid a a treatment of chronic lbp  strength  strong  ,2,clinic recommend  recommend digit  nsaid should be consid a a treatment of chronic lbp  strength  strong  
76,1233,the effici of chop regimen contain pld for the age patient with advanc dlbcl ha been confirm to be signific  and it cardiac toxic is low  thus be worth to be popular and appli for the treatment of advanc diffus larg b cell lymphoma ,2,the effici of chop regimen contain pld for the age patient with advanc dlbcl NEOP ha been confirm to be signific  and it cardiac toxic INPO is low  thus be worth to be popular and appli for the treatment of advanc diffus larg b cell lymphoma NEOP 
77,155,there is insuffici scientif evid to conclud that wear matern support belt reduc pregnanc relat low back pain and or pelvic girdl pain ,1,there is insuffici scientif evid to conclud that wear matern support belt reduc pregnanc relat low back pain and or pelvic girdl pain 
78,110,all smoker  irrespect of their lung function  tri to modifi their habit a the result of screen for copd combin with smoke cessat advic ,1,all smoker  irrespect of their lung function  tri to modifi their habit a the result of screen for copd DSYN combin with smoke cessat advic 
79,317,in conclus  we demonstr that in this cohort of patient with dhf  prescript of ace inhibitor wa associ with a signific decreas in long term mortal ,2,in conclus  we demonstr that in this cohort of patient with dhf  prescript of ace inhibitor wa associ with a signific decreas in long term mortal 
80,85,a brief intervent to increas the dialogu between patient and health care provid about behavior goal can lead to increas physic activ and weight loss ,2,a brief intervent to increas the dialogu between patient and health care provid about behavior goal can lead to increas physic activ and weight loss 
81,364,the result of our studi show that one applic of silver nitrat can decreas the sever of pain in aphthous ulcer without signific shorten or prolong heal time ,2,the result of our studi show that one applic of silver nitrat can decreas the sever of pain in aphthous ulcer PATF without signific shorten or prolong heal time 
82,23,patient characterist such a obes  uterin size  and abdomin scar limit the accur palpat of the adnexa ,0,patient characterist such a obes DSYN  uterin size  and abdomin scar PATF limit the accur palpat of the adnexa 
83,108,specif  accord to preliminari clinic evid  parenter administr of fatti acid warrant further studi ,1,specif  accord to preliminari clinic evid  parenter administr of fatti acid warrant further studi 
84,568,in patient with hht  a bevacizumab nasal spray treatment of digit administr at digit day interv with dos of digit mg  digit mg  or digit mg per spray  compar with a placebo  did not reduc month epistaxi durat in the digit consecut month immedi after the end of treatment ,0,in patient with hht  a bevacizumab nasal spray treatment of digit administr at digit day interv with dos of digit mg  digit mg  or digit mg per spray  compar with a placebo  did not reduc month epistaxi PATF durat in the digit consecut month immedi after the end of treatment 
85,356,there is evid of a signific reduct in mortal from aaa in men age digit to digit year who undergo ultrasound screen ,2,there is evid of a signific reduct in mortal from aaa in men age digit to digit year who undergo ultrasound screen 
86,191,the subject who had more sever asthma  especi if it develop after the age of digit and wa associ with reduc expiratori flow   were femal  or had parent who had asthma were at an increas risk of have asthma a an adult ,0,the subject who had more sever asthma DSYN  especi if it develop after the age of digit and wa associ with reduc expiratori flow   were femal  or had parent who had asthma DSYN were at an increas risk of have asthma DSYN a an adult 
87,560,hark improv the qualiti of transfer of inform about simul patient and wa rate by user a more effect and effici  and le distract than pager ,2,hark improv the qualiti of transfer of inform about simul patient and wa rate by user a more effect and effici  and le distract than pager 
88,39,we also recommend that infant be given a sweeten pacifi befor  dure  and after circumcis if the gomco method is use ,1,we also recommend that infant be given a sweeten pacifi befor  dure  and after circumcis if the gomco method is use 
89,130,thus  ac patient should be start in hospit and continu long term on intens statin therapi ,1,thus  ac patient should be start in hospit and continu long term on intens statin therapi 
90,75,the effect of black cohosh on other import outcom  such a health relat qualiti of life  sexual  bone health  night sweat and cost effect also warrant further investig ,1,the effect of black cohosh on other import outcom  such a health relat qualiti of life  sexual  bone health  night sweat and cost effect also warrant further investig 
91,3,no statist differ wa found in the efficaci of citalopram and risperidon for the treatment of either agit or psychot symptom in patient with dementia ,0,no statist differ wa found in the efficaci of citalopram and risperidon for the treatment of either agit or psychot MOBD symptom in patient with dementia MOBD 
92,29,these find should be treat with great caution a the evid wa low or veri low qualiti and the studi compar acupunctur versus no treatment or ht were not control with sham acupunctur or placebo ht ,1,these find should be treat with great caution a the evid wa low or veri low qualiti and the studi compar acupunctur versus no treatment or ht DSYN were not control with sham acupunctur or placebo ht DSYN 
93,45,current there are relat few studi of antidepress for the treatment of agit and psychosi in dementia ,1,current there are relat few studi of antidepress for the treatment of agit and psychosi MOBD in dementia MOBD 
94,182,elev troponin level after acut stroke is common and is associ with ecg chang suggest of myocardi ischemia and increas risk of death ,0,elev troponin level after acut stroke DSYN is common and is associ with ecg chang suggest of myocardi ischemia DSYN and increas risk of death 
95,51,atyp antipsychot use is associ with an increas risk for death compar with nonus among older adult with dementia ,0,atyp antipsychot use is associ with an increas risk for death compar with nonus among older adult with dementia MOBD 
96,777,in addit  it can avoid possibl side effect of medic ,2,in addit  it can avoid possibl side effect of medic 
97,257,in digit trial of patient with ami  n   digit   carvedilol signific reduc all caus mortal by digit   fix effect model  risk ratio digit digit  digit  confid interv digit digit to digit digit  p   digit digit  random effect model  risk ratio digit digit  digit  confid interv digit digit to digit digit  p   digit digit   with no reduct in non fatal mi  risk ratio digit digit  digit  confid interv digit digit to digit digit  p   digit digit  ,2,in digit trial of patient with ami  n   digit   carvedilol signific reduc all caus mortal by digit   fix effect model  risk ratio digit digit  digit  confid interv digit digit to digit digit  p   digit digit  random effect model  risk ratio digit digit  digit  confid interv digit digit to digit digit  p   digit digit   with no reduct in non fatal mi  risk ratio digit digit  digit  confid interv digit digit to digit digit  p   digit digit  
98,1412,we conclud that oxytocin doe modul basic factor of facial emot process in chronic depress ,1,we conclud that oxytocin doe modul basic factor of facial emot process in chronic depress MOBD 
99,172,ibuprofen is a or more efficaci than acetaminophen for the treatment of pain and fever in adult and pediatr popul and is equal safe ,2,ibuprofen is a or more efficaci than acetaminophen for the treatment of pain and fever in adult and pediatr popul and is equal safe 
100,1322,partial starr combin with bresler procedur in the treatment of od associ with rectocel and iri ha better efficaci than starr onli ,2,partial starr combin with bresler procedur in the treatment of od associ with rectocel ACAB and iri ha better efficaci than starr onli 
101,206,this evid of a dose respons effect provid further support for the potenti causal natur of iatrogen acid suppress in the develop of nosocomi c difficil infect ,2,this evid of a dose respons effect provid further support for the potenti causal natur of iatrogen acid suppress PATF in the develop of nosocomi c difficil infect DSYN 
102,102,those who are femal  diabet and have neurophysiolog confirm of diagnosi have the highest risk of relaps ,0,those who are femal  diabet DSYN and have neurophysiolog confirm of diagnosi have the highest risk of relaps DSYN 
103,633,in a nation repres sampl of coupl  the ourrelationship program wa effect in signific improv both relationship and individu function  suggest it can substanti increas the reach of current intervent through it low cost  web base format ,2,in a nation repres sampl of coupl  the ourrelationship program wa effect in signific improv both relationship and individu function  suggest it can substanti increas the reach of current intervent through it low cost  web base format 
104,596,hfpef patient with rvd and impair rv pa coupl have more advanc heart failur ,0,hfpef patient with rvd and impair PATF rv pa coupl have more advanc heart failur 
105,16,all random clinic trial  rcts  with xuezhikang a a treatment for chd combin with dyslipidemia were consid for inclus ,1,all random clinic trial  rcts  with xuezhikang a a treatment for chd combin with dyslipidemia DSYN were consid for inclus 
106,672,provid an educ video intervent about cath may effect decreas periprocedur anxieti level ,2,provid an educ video intervent about cath may effect decreas periprocedur anxieti MOBD level 
107,161,the cinnamon extract seem to have a moder effect in reduc fast plasma glucos concentr in diabet patient with poor glycaem control ,2,the cinnamon extract seem to have a moder effect in reduc fast plasma glucos concentr in diabet DSYN patient with poor glycaem control 
108,10,this studi wa a negat studi  though there wa a suggest of benefit of methylprednisolon acet in a popul of young adult with acut radicular low back pain ,2,this studi wa a negat studi  though there wa a suggest of benefit of methylprednisolon acet in a popul of young adult with acut radicular low back pain 
109,539,dynam multipl pelvic angiographi ha signific advantag in the diagnosi of pelvic periton hernia  and can provid a more object basi for the diagnosi of function defec disord ,2,dynam multipl pelvic angiographi ha signific advantag in the diagnosi of pelvic periton hernia ANAB  and can provid a more object basi for the diagnosi of function defec disord DSYN 
110,1215,anticholinerg medic use wa associ with increas risk for recurr fall ,2,anticholinerg medic use wa associ with increas risk for recurr PATF fall 
111,1348,there were no clinic meaning intervent effect for the adipos outcom ,0,there were no clinic meaning intervent effect for the adipos DSYN outcom 
112,1251,the analgesia method of acm could reduc the dosag of tradit analges drug and the occurr of partial advers reaction ,2,the analgesia method of acm could reduc the dosag of tradit analges drug and the occurr of partial advers reaction 
113,1288,investig on the effect of low volum hiie protocol includ a fewer number of work bout on health status and fit of le activ subject would be interest  especi in the first train week ,1,investig on the effect of low volum hiie protocol includ a fewer number of work bout on health status and fit of le activ subject would be interest  especi in the first train week 
114,692,howev  such a micro level approach must be understood from a broader societ perspect includ gender relat on both the macro  and the meso level ,1,howev  such a micro level approach must be understood from a broader societ perspect includ gender relat on both the macro  and the meso level 
115,1,our result indic that the inject of corticosteroid to patient with shoulder pain due to soft tissu disord under the usg guidanc may improv therapeut effect and reduc advers effect ,2,our result indic that the inject of corticosteroid to patient with shoulder pain due to soft DSYN tissu disord DSYN under the usg guidanc may improv therapeut effect and reduc advers effect 
116,671,both tipranavir ritonavir use and high baselin alt level were associ with an increas risk of alt ,0,both tipranavir ritonavir use and high baselin alt level were associ with an increas risk of alt 
117,1380,this exercis programm in cancer patient with digit digit week supervis session over three month wa well feasibl and demonstr measur improv of oxygen consumpt  bodi composit and qualiti of life ,2,this exercis programm in cancer NEOP patient with digit digit week supervis session over three month wa well feasibl and demonstr measur improv of oxygen consumpt  bodi composit and qualiti of life 
118,99,it is our recommend that an anesthet should be administ to newborn prior to undergo circumcis ,1,it is our recommend that an anesthet should be administ to newborn prior to undergo circumcis 
119,1204,the clinic impact of prolong il digit need further evalu ,1,the clinic impact of prolong il digit need further evalu 
120,1316,the test base approach to the manag of malaria did not increas the incid of malaria or anaemia among under five child in this set ,2,the test base approach to the manag of malaria DSYN did not increas the incid of malaria DSYN or anaemia DSYN among under five child in this set 
121,192,these find have implic for the treatment and prognosi of childhood asthma  target prevent and educ strategi and understand the onset of asthma in adult life ,2,these find have implic for the treatment and prognosi of childhood asthma DSYN  target prevent and educ strategi and understand the onset of asthma DSYN in adult life 
122,374,low dose sodium valproat may be effect reduc a broad rang of type of disturb behaviour in aggress dement patient ,2,low dose sodium valproat may be effect reduc a broad rang of type of disturb behaviour in aggress MOBD dement MOBD patient 
123,367,fast and digit hour postprandi plasma glucos  glycat hemoglobin  hba digitc    and bodi mass index  bmi  were evalu at baselin and after digit day ,1,fast and digit hour postprandi plasma glucos  glycat hemoglobin  hba digitc    and bodi mass index  bmi  were evalu at baselin and after digit day 
124,1263,the combin of in and oxymet provid addit benefit compar to in monotherapi in reliev nasal congest in subject with chronic rhiniti and allerg rhiniti without develop rhiniti medicamentosa ,2,the combin of in and oxymet provid addit benefit compar to in monotherapi in reliev nasal congest PATF in subject with chronic rhiniti DSYN and allerg rhiniti DSYN without develop rhiniti DSYN medicamentosa 
125,123,sever individu clinic featur were found to be associ with a signific intracrani abnorm  and patient with these featur should undergo neuroimag ,1,sever individu clinic featur were found to be associ with a signific intracrani abnorm  and patient with these featur should undergo neuroimag 
126,287,dure the procedur  mogen circumcis is associ with le pain and discomfort  take le time  and is prefer by traine when compar with the plastibel ,2,dure the procedur  mogen circumcis is associ with le pain and discomfort  take le time  and is prefer by traine when compar with the plastibel 
127,318,elev troponin level identifi patient with acut pulmonari embol at high risk of short term death and advers outcom event ,0,elev troponin level identifi patient with acut pulmonari embol PATF at high risk of short term death and advers outcom event 
128,90,the extra blood pressur reduct from combin drug from digit differ class is approxim digit time greater than doubl the dose of digit drug ,1,the extra blood pressur reduct from combin drug from digit differ class is approxim digit time greater than doubl the dose of digit drug 
129,171,our find are suffici strong to justifi further intervent studi focus on altern target of androgen treatment carri more stringent clinic implic  in particular the cardiovascular  metabol and neurolog system ,1,our find are suffici strong to justifi further intervent studi focus on altern target of androgen treatment carri more stringent clinic implic  in particular the cardiovascular  metabol and neurolog system 
130,261,primari fund sourc  region of scania research and develop foundat and hssleholm hospit organ ,1,primari fund sourc  region of scania research and develop foundat and hssleholm hospit organ 
131,212,although plasma lipid level were more strong associ with an increas risk than were inflammatori marker  the level of c reactiv protein remain a signific contributor to the predict of coronari heart diseas ,2,although plasma lipid level were more strong associ with an increas risk than were inflammatori marker  the level of c reactiv protein remain a signific contributor to the predict of coronari heart diseas DSYN 
132,632,by use health literaci focus strategi  the intervent wa robust in achiev reduct for particip of vari health literaci status ,1,by use health literaci focus strategi  the intervent wa robust in achiev reduct for particip of vari health literaci status 
133,80,whole grain intak  larg attribut to the cereal fiber  is invers associ with homa ir and a lower preval of the metabol syndrom ,1,whole grain intak  larg attribut to the cereal fiber  is invers associ with homa ir and a lower preval of the metabol syndrom DSYN 
134,157,low impact aerob exercis gradual increas in intens  durat and frequenc may be an effect strategi in reduc fatigu in some adult with chronic auto immun condit ,2,low impact aerob exercis gradual increas in intens  durat and frequenc may be an effect strategi in reduc fatigu in some adult with chronic auto immun condit DSYN 
135,28,when we compar acupunctur with no treatment there appear to be a benefit from acupunctur  but acupunctur appear to be le effect than ht ,1,when we compar acupunctur with no treatment there appear to be a benefit from acupunctur  but acupunctur appear to be le effect than ht DSYN 
136,1331,the laser marker placement devic appear to be a reliabl method to place marker on a tape at previous palpat posit and ensur an exact posit ,2,the laser marker placement devic appear to be a reliabl method to place marker on a tape at previous palpat posit and ensur an exact posit 
137,683,nbi endoscopi play an import role in the clinic diagnosi and accur patholog specimen acquisit of laryng carcinoma and can be a regular mean to detect laryng lesion in clinic ,1,nbi endoscopi play an import role in the clinic diagnosi and accur patholog specimen acquisit of laryng carcinoma NEOP and can be a regular mean to detect laryng lesion in clinic 
138,1342,adjuv rosuvastatin treatment in patient diagnos of dvt improv crp level and diminish pt incid ,2,adjuv rosuvastatin treatment in patient diagnos of dvt DSYN improv crp level and diminish pt incid 
139,17,data extract and analysi and qualiti assess were conduct accord to the cochran standard ,1,data extract and analysi and qualiti assess were conduct accord to the cochran standard 
140,339,nurseri school teacher have the highest occup risk  but most infect seem to be the result of exposur to the woman own child ,1,nurseri school teacher have the highest occup risk  but most infect DSYN seem to be the result of exposur INPO to the woman own child 
141,1238,these find support a role of cypdigitcdigit genotyp in the efficaci of this treatment ,2,these find support a role of cypdigitcdigit genotyp in the efficaci of this treatment 
142,734,acupunctur method of  huoxu sanfeng  shugan jianpi   character with standard manipul criterion  can effect control morn blood pressur in patient with cerebr infract combin with essenti hypertens ,2,acupunctur method of  huoxu sanfeng  shugan jianpi   character with standard manipul criterion  can effect control morn blood pressur in patient with cerebr infract combin with essenti hypertens DSYN 
143,87,colchicin prophylaxi dure initi of allopurinol for chronic gouti arthriti reduc the frequenc and sever of acut flare  and reduc the likelihood of recurr flare ,2,colchicin prophylaxi dure initi of allopurinol for chronic gouti DSYN arthriti DSYN reduc the frequenc and sever of acut flare  and reduc the likelihood of recurr PATF flare 
144,1358,howev  more intens intervent in hospit patient and impact on healthcar associ infect and post discharg infect should be explor ,1,howev  more intens intervent in hospit patient and impact on healthcar associ infect DSYN and post discharg infect DSYN should be explor 
145,217,there is no current evid to favour mainten low dose inhal corticosteroid in the prevent and manag of episod mild viral induc wheez ,1,there is no current evid to favour mainten low dose inhal corticosteroid in the prevent and manag of episod mild viral induc wheez 
146,428,nns signific decreas some element of measur physiolog pain respons of the neonat dure circumcis ,2,nns signific decreas some element of measur physiolog pain respons of the neonat dure circumcis 
147,773,plan constraint should keep rectal vdigit below digit digit cm digit  ,1,plan DSYN constraint should keep rectal vdigit below digit digit cm digit  
148,81,dietari glycem index is posit associ with homa ir and preval of the metabol syndrom ,1,dietari glycem index is posit associ with homa ir and preval of the metabol syndrom DSYN 
149,384,there is a need for further research to be perform with larg sampl size and well design rcts to ass clinic outcom ,1,there is a need for further research to be perform with larg sampl size and well design rcts to ass clinic outcom 
150,8,the factor predict persist or relaps were sensit to hous dust mite  airway hyperrespons  femal sex  smoke  and earli age at onset ,1,the factor predict persist or relaps DSYN were sensit to hous dust mite  airway hyperrespons  femal sex  smoke  and earli age at onset 
151,331,after heptaval pneumococc conjug vaccin introduct  child were le like to develop frequent otiti medium or have pressur equal tube insert ,2,after heptaval pneumococc conjug vaccin introduct  child were le like to develop frequent otiti DSYN medium or have pressur equal tube insert 
152,138,in woman  cholecystectomi lead to the percept of le constip and slight more frequent defec but short term record show no consist chang in bowel function ,2,in woman  cholecystectomi lead to the percept of le constip and slight more frequent defec but short term record show no consist chang in bowel function 
153,1266,this methodolog may be use for diagnos  direct treatment  and judg prognosi of alcohol cardiac damag ,2,this methodolog may be use for diagnos  direct treatment  and judg prognosi of alcohol cardiac damag INPO 
