id,neg_bin,effected_words,neg_word,sen_negation,lab,sen,sen_tag,sen_tag_negation
44,0,[],,neither an antibiot nor a topic steroid alon or in combin wa effect a a treatment for acut sinus in the primari care set ,0,neither an antibiot nor a topic steroid alon or in combin wa effect a a treatment for acut sinus in the primari care set ,neither an antibiot nor a topic steroid alon or in combin wa effect a a treatment for acut sinus in the primari care set ,neither an antibiot nor a topic steroid alon or in combin wa effect a a treatment for acut sinus in the primari care set 
1248,0,[],,outcom of colorect endoscop submucos dissect were accept in select patient  with no differ in outcom accord to clinic indic ,1,outcom of colorect endoscop submucos dissect were accept in select patient  with no differ in outcom accord to clinic indic ,outcom of colorect endoscop submucos dissect were accept in select patient  with no differ in outcom accord to clinic indic ,outcom of colorect endoscop submucos dissect were accept in select patient  with no differ in outcom accord to clinic indic 
47,0,[],,both ssri and trazodon appear to be toler reason well when compar to placebo  typic antipsychot and atyp antipsychot ,2,both ssri and trazodon appear to be toler reason well when compar to placebo  typic antipsychot and atyp antipsychot ,both ssri and trazodon appear to be toler reason well when compar to placebo  typic antipsychot and atyp antipsychot ,both ssri and trazodon appear to be toler reason well when compar to placebo  typic antipsychot and atyp antipsychot 
1413,0,[],,magnesium sulphat a an adjuv provid rapid onset of epidur anesthesia and prolong the durat of analgesia with minim side effect ,2,magnesium sulphat a an adjuv provid rapid onset of epidur anesthesia and prolong the durat of analgesia with minim side effect ,magnesium sulphat a an adjuv provid rapid onset of epidur anesthesia and prolong the durat of analgesia with minim side effect ,magnesium sulphat a an adjuv provid rapid onset of epidur anesthesia and prolong the durat of analgesia with minim side effect 
92,0,[],,both prednisolon digit mg kg and low dose dexamethason  digit digit mg kg  were found not to differ in efficaci from the current recommend digit digit mg kg dexamethason ,0,both prednisolon digit mg kg and low dose dexamethason  digit digit mg kg  were found not to differ in efficaci from the current recommend digit digit mg kg dexamethason ,both prednisolon digit mg kg and low dose dexamethason  digit digit mg kg  were found not to differ in efficaci from the current recommend digit digit mg kg dexamethason ,both prednisolon digit mg kg and low dose dexamethason  digit digit mg kg  were found not to differ in efficaci from the current recommend digit digit mg kg dexamethason 
1345,0,[],,we also observ strong inter individu differ in cytokin level  therefor  patient with an exagger inflammatori respons to cpb need to be identifi ,1,we also observ strong inter individu differ in cytokin level  therefor  patient with an exagger inflammatori respons to cpb need to be identifi ,we also observ strong inter individu differ in cytokin level  therefor  patient with an exagger inflammatori respons to cpb need to be identifi ,we also observ strong inter individu differ in cytokin level  therefor  patient with an exagger inflammatori respons to cpb need to be identifi 
617,0,[],,the dynam of this improv differ both between cognit domain and the time point assess ,1,the dynam of this improv differ both between cognit domain and the time point assess ,the dynam of this improv differ both between cognit domain and the time point assess ,the dynam of this improv differ both between cognit domain and the time point assess 
1215,0,[],,anticholinerg medic use wa associ with increas risk for recurr fall ,2,anticholinerg medic use wa associ with increas risk for recurr fall ,anticholinerg medic use wa associ with increas risk for recurr fall ,anticholinerg medic use wa associ with increas risk for recurr fall 
388,0,[],,with the increas use of opioid among patient with cancer  further research in improv qualiti of life outcom is warrant ,1,with the increas use of opioid among patient with cancer  further research in improv qualiti of life outcom is warrant ,with the increas use of opioid among patient with cancer  further research in improv qualiti of life outcom is warrant ,with the increas use of opioid among patient with cancer  further research in improv qualiti of life outcom is warrant 
396,0,[],,although there are a yet no larg scale  long term control studi of t therapi to provid a definit assess of risk  numer smaller clinic trial a well a popul base longitudin studi consist fail to support the histor idea that t therapi pose an increas risk of prostat cancer or exacerb of symptom due to benign prostat hyperplasia ,0,although there are a yet no larg scale  long term control studi of t therapi to provid a definit assess of risk  numer smaller clinic trial a well a popul base longitudin studi consist fail to support the histor idea that t therapi pose an increas risk of prostat cancer or exacerb of symptom due to benign prostat hyperplasia ,although there are a yet no larg scale  long term control studi of t therapi to provid a definit assess of risk  numer smaller clinic trial a well a popul base longitudin studi consist fail to support the histor idea that t therapi pose an increas risk of prostat cancer or exacerb of symptom due to benign prostat hyperplasia ,although there are a yet no larg scale  long term control studi of t therapi to provid a definit assess of risk  numer smaller clinic trial a well a popul base longitudin studi consist fail to support the histor idea that t therapi pose an increas risk of prostat cancer or exacerb of symptom due to benign prostat hyperplasia 
1271,0,[],,the relationship for alt appear specif for death due to cardiovascular diseas ,1,the relationship for alt appear specif for death due to cardiovascular diseas ,the relationship for alt appear specif for death due to cardiovascular diseas ,the relationship for alt appear specif for death due to cardiovascular diseas 
198,0,[],,it is current unclear if this is the case both for peopl with normal folat level  and for those with folat defici ,1,it is current unclear if this is the case both for peopl with normal folat level  and for those with folat defici ,it is current unclear if this is the case both for peopl with normal folat level  and for those with folat defici ,it is current unclear if this is the case both for peopl with normal folat level  and for those with folat defici 
315,0,[],,in the postmatch group  prescript of ace inhibitor wa associ with a signific decreas in the risk of digit year mortal  hazard ratio digit digit  digit  confid interv digit digit to digit digit  p   digit digit  ,2,in the postmatch group  prescript of ace inhibitor wa associ with a signific decreas in the risk of digit year mortal  hazard ratio digit digit  digit  confid interv digit digit to digit digit  p   digit digit  ,in the postmatch group  prescript of ace inhibitor wa associ with a signific decreas in the risk of digit year mortal  hazard ratio digit digit  digit  confid interv digit digit to digit digit  p   digit digit  ,in the postmatch group  prescript of ace inhibitor wa associ with a signific decreas in the risk of digit year mortal  hazard ratio digit digit  digit  confid interv digit digit to digit digit  p   digit digit  
1311,0,[],,consumpt of milk contain adigit  casein wa associ with increas gastrointestin inflamm  worsen of pddigit symptom  delay transit  and decreas cognit process speed and accuraci ,0,consumpt of milk contain adigit  casein wa associ with increas gastrointestin inflamm  worsen of pddigit symptom  delay transit  and decreas cognit process speed and accuraci ,consumpt of milk contain adigit  casein wa associ with increas gastrointestin inflamm  worsen of pddigit symptom  delay transit  and decreas cognit process speed and accuraci ,consumpt of milk contain adigit  casein wa associ with increas gastrointestin inflamm  worsen of pddigit symptom  delay transit  and decreas cognit process speed and accuraci 
335,0,[],,these data are strike similar to those from our previous studi of rh  in which a suboptim medic regimen wa the most common reason for resist ,1,these data are strike similar to those from our previous studi of rh  in which a suboptim medic regimen wa the most common reason for resist ,these data are strike similar to those from our previous studi of rh  in which a suboptim medic regimen wa the most common reason for resist ,these data are strike similar to those from our previous studi of rh  in which a suboptim medic regimen wa the most common reason for resist 
219,0,[],,these find indic that such patient benefit from earli and continu lower of ldl cholesterol to level substanti below current target level ,2,these find indic that such patient benefit from earli and continu lower of ldl cholesterol to level substanti below current target level ,these find indic that such patient benefit from earli and continu lower of ldl cholesterol to level substanti below current target level ,these find indic that such patient benefit from earli and continu lower of ldl cholesterol to level substanti below current target level 
91,0,[],,the combin of curcumin and quercetin appear to reduc the number and size of ileal and rectal adenoma in patient with fap without appreci toxic ,2,the combin of curcumin and quercetin appear to reduc the number and size of ileal and rectal adenoma in patient with fap without appreci toxic ,the combin of curcumin and quercetin appear to reduc the number and size of ileal and rectal adenoma in patient with fap without appreci toxic ,the combin of curcumin and quercetin appear to reduc the number and size of ileal and rectal adenoma in patient with fap without appreci toxic 
291,0,[],,two patient report a partial and digit patient a complet reliev of motor restless while receiv pergolid ,2,two patient report a partial and digit patient a complet reliev of motor restless while receiv pergolid ,two patient report a partial and digit patient a complet reliev of motor restless while receiv pergolid ,two patient report a partial and digit patient a complet reliev of motor restless while receiv pergolid 
302,0,[],,base on the hypothesi that chronic lbp is a symptom reflect of a heterogen group of disord  categor of certain patient specif subgroup may be help in guid futur treatment decis make ,1,base on the hypothesi that chronic lbp is a symptom reflect of a heterogen group of disord  categor of certain patient specif subgroup may be help in guid futur treatment decis make ,base on the hypothesi that chronic lbp is a symptom reflect of a heterogen group of disord  categor of certain patient specif subgroup may be help in guid futur treatment decis make ,base on the hypothesi that chronic lbp is a symptom reflect of a heterogen group of disord  categor of certain patient specif subgroup may be help in guid futur treatment decis make 
1408,0,[],,use epic to estim the degre of distort in digit dwi brain tumor imag enabl the creation of a topograph atlas of dwi distort across the brain ,1,use epic to estim the degre of distort in digit dwi brain tumor imag enabl the creation of a topograph atlas of dwi distort across the brain ,use epic to estim the degre of distort in digit dwi brain tumor imag enabl the creation of a topograph atlas of dwi distort across the brain ,use epic to estim the degre of distort in digit dwi brain tumor imag enabl the creation of a topograph atlas of dwi distort across the brain 
254,0,[],,higher matern caffein intak dure pregnanc wa associ with a higher risk of deliv low birth weight infant ,0,higher matern caffein intak dure pregnanc wa associ with a higher risk of deliv low birth weight infant ,higher matern caffein intak dure pregnanc wa associ with a higher risk of deliv low birth weight infant ,higher matern caffein intak dure pregnanc wa associ with a higher risk of deliv low birth weight infant 
712,0,[],,individu baselin thermographi imag featur can be predict of the respons to lid warm therapi ,1,individu baselin thermographi imag featur can be predict of the respons to lid warm therapi ,individu baselin thermographi imag featur can be predict of the respons to lid warm therapi ,individu baselin thermographi imag featur can be predict of the respons to lid warm therapi 
306,0,[],,pmva wa associ with an increas risk of stroke  particular among woman without other medic condit associ with stroke ,0,pmva wa associ with an increas risk of stroke  particular among woman without other medic condit associ with stroke ,pmva wa associ with an increas risk of stroke  particular among woman without other medic condit associ with stroke ,pmva wa associ with an increas risk of stroke  particular among woman without other medic condit associ with stroke 
398,0,[],,in contrast  there is mount evid that low serum t is associ with greater prostat cancer risk  and more worrisom featur of prostat cancer ,0,in contrast  there is mount evid that low serum t is associ with greater prostat cancer risk  and more worrisom featur of prostat cancer ,in contrast  there is mount evid that low serum t is associ with greater prostat cancer risk  and more worrisom featur of prostat cancer ,in contrast  there is mount evid that low serum t is associ with greater prostat cancer risk  and more worrisom featur of prostat cancer 
693,0,[],,administr of piroxicam after iui is associ with decreas number of cycl  a well a increas pregnanc rate and pregnanc rate per cycl in iui cycl ,2,administr of piroxicam after iui is associ with decreas number of cycl  a well a increas pregnanc rate and pregnanc rate per cycl in iui cycl ,administr of piroxicam after iui is associ with decreas number of cycl  a well a increas pregnanc rate and pregnanc rate per cycl in iui cycl ,administr of piroxicam after iui is associ with decreas number of cycl  a well a increas pregnanc rate and pregnanc rate per cycl in iui cycl 
57,0,[],,we meta analyz more and newer research result  and separ woman accord to menopaus status to explor soy isoflavon breast cancer associ ,1,we meta analyz more and newer research result  and separ woman accord to menopaus status to explor soy isoflavon breast cancer associ ,we meta analyz more and newer research result  and separ woman accord to menopaus status to explor soy isoflavon breast cancer associ ,we meta analyz more and newer research result  and separ woman accord to menopaus status to explor soy isoflavon breast cancer associ 
351,0,[],,it may exert it anti inflammatori activ by inhibit of a number of differ molecul that play a role in inflamm ,2,it may exert it anti inflammatori activ by inhibit of a number of differ molecul that play a role in inflamm ,it may exert it anti inflammatori activ by inhibit of a number of differ molecul that play a role in inflamm ,it may exert it anti inflammatori activ by inhibit of a number of differ molecul that play a role in inflamm 
26,0,[],,we found insuffici evid to determin whether acupunctur is effect for control menopaus vasomotor symptom ,1,we found insuffici evid to determin whether acupunctur is effect for control menopaus vasomotor symptom ,we found insuffici evid to determin whether acupunctur is effect for control menopaus vasomotor symptom ,we found insuffici evid to determin whether acupunctur is effect for control menopaus vasomotor symptom 
2,0,[],,for a given anesthesia condit  the mogen clamp is associ with a le pain procedur than the gomco ,2,for a given anesthesia condit  the mogen clamp is associ with a le pain procedur than the gomco ,for a given anesthesia condit  the mogen clamp is associ with a le pain procedur than the gomco ,for a given anesthesia condit  the mogen clamp is associ with a le pain procedur than the gomco 
603,0,[],,the diagnosi of trs by fish wa high sensit and enabl genet confirm of the patholog diagnosi ,1,the diagnosi of trs by fish wa high sensit and enabl genet confirm of the patholog diagnosi ,the diagnosi of trs by fish wa high sensit and enabl genet confirm of the patholog diagnosi ,the diagnosi of trs by fish wa high sensit and enabl genet confirm of the patholog diagnosi 
574,0,[],,furthermor  it wa conclud that hyoscin n butylbromid can increas the risk of drug relat complic ,0,furthermor  it wa conclud that hyoscin n butylbromid can increas the risk of drug relat complic ,furthermor  it wa conclud that hyoscin n butylbromid can increas the risk of drug relat complic ,furthermor  it wa conclud that hyoscin n butylbromid can increas the risk of drug relat complic 
353,0,[],,counsel and pharmacotherapi can promot modest sustain weight loss  improv clinic outcom ,2,counsel and pharmacotherapi can promot modest sustain weight loss  improv clinic outcom ,counsel and pharmacotherapi can promot modest sustain weight loss  improv clinic outcom ,counsel and pharmacotherapi can promot modest sustain weight loss  improv clinic outcom 
311,0,[],,we assess the long term prognosi of these patient accord to prescript of an ace inhibitor at discharg ,1,we assess the long term prognosi of these patient accord to prescript of an ace inhibitor at discharg ,we assess the long term prognosi of these patient accord to prescript of an ace inhibitor at discharg ,we assess the long term prognosi of these patient accord to prescript of an ace inhibitor at discharg 
762,0,[],,these effect could possibl be mediat through colon ferment ,1,these effect could possibl be mediat through colon ferment ,these effect could possibl be mediat through colon ferment ,these effect could possibl be mediat through colon ferment 
1303,0,[],,sipsmart is an effect intervent to decreas ssb consumpt among adult and is promis for translat into practic set ,2,sipsmart is an effect intervent to decreas ssb consumpt among adult and is promis for translat into practic set ,sipsmart is an effect intervent to decreas ssb consumpt among adult and is promis for translat into practic set ,sipsmart is an effect intervent to decreas ssb consumpt among adult and is promis for translat into practic set 
97,0,[],,therefor  the choic of dose frequenc can be base on whichev approach will optim an individu adher with long term vitamin d supplement ,1,therefor  the choic of dose frequenc can be base on whichev approach will optim an individu adher with long term vitamin d supplement ,therefor  the choic of dose frequenc can be base on whichev approach will optim an individu adher with long term vitamin d supplement ,therefor  the choic of dose frequenc can be base on whichev approach will optim an individu adher with long term vitamin d supplement 
201,0,[],,person with h  pylorus infect and nonulc dyspepsia  gastric ulcer  or gastric hyperplast polyp are also at risk  but those with duoden ulcer are not ,1,person with h  pylorus infect and nonulc dyspepsia  gastric ulcer  or gastric hyperplast polyp are also at risk  but those with duoden ulcer are not ,person with h  pylorus infect and nonulc dyspepsia  gastric ulcer  or gastric hyperplast polyp are also at risk  but those with duoden ulcer are not ,person with h  pylorus infect and nonulc dyspepsia  gastric ulcer  or gastric hyperplast polyp are also at risk  but those with duoden ulcer are not 
218,0,[],,among patient who have recent had an acut coronari syndrom  an intens lipid lower statin regimen provid greater protect against death or major cardiovascular event than doe a standard regimen ,2,among patient who have recent had an acut coronari syndrom  an intens lipid lower statin regimen provid greater protect against death or major cardiovascular event than doe a standard regimen ,among patient who have recent had an acut coronari syndrom  an intens lipid lower statin regimen provid greater protect against death or major cardiovascular event than doe a standard regimen ,among patient who have recent had an acut coronari syndrom  an intens lipid lower statin regimen provid greater protect against death or major cardiovascular event than doe a standard regimen 
17,0,[],,data extract and analysi and qualiti assess were conduct accord to the cochran standard ,1,data extract and analysi and qualiti assess were conduct accord to the cochran standard ,data extract and analysi and qualiti assess were conduct accord to the cochran standard ,data extract and analysi and qualiti assess were conduct accord to the cochran standard 
357,0,[],,these find need care consider in judg whether a co ordin popul base screen programm should be introduc ,1,these find need care consider in judg whether a co ordin popul base screen programm should be introduc ,these find need care consider in judg whether a co ordin popul base screen programm should be introduc ,these find need care consider in judg whether a co ordin popul base screen programm should be introduc 
582,0,[],,earli screen of these disord and prompt tailor pharmacolog and behavior intervent can potenti reduc cocain use and improv respons to mmt ,2,earli screen of these disord and prompt tailor pharmacolog and behavior intervent can potenti reduc cocain use and improv respons to mmt ,earli screen of these disord and prompt tailor pharmacolog and behavior intervent can potenti reduc cocain use and improv respons to mmt ,earli screen of these disord and prompt tailor pharmacolog and behavior intervent can potenti reduc cocain use and improv respons to mmt 
1288,0,[],,investig on the effect of low volum hiie protocol includ a fewer number of work bout on health status and fit of le activ subject would be interest  especi in the first train week ,1,investig on the effect of low volum hiie protocol includ a fewer number of work bout on health status and fit of le activ subject would be interest  especi in the first train week ,investig on the effect of low volum hiie protocol includ a fewer number of work bout on health status and fit of le activ subject would be interest  especi in the first train week ,investig on the effect of low volum hiie protocol includ a fewer number of work bout on health status and fit of le activ subject would be interest  especi in the first train week 
1284,0,[],,the safeti profil of ct pdigit wa also similar to that of rp ,1,the safeti profil of ct pdigit wa also similar to that of rp ,the safeti profil of ct pdigit wa also similar to that of rp ,the safeti profil of ct pdigit wa also similar to that of rp 
565,0,[],,ultrasound guid lower limb peripher nerv block are an effici techniqu of region anesthesia in child ,2,ultrasound guid lower limb peripher nerv block are an effici techniqu of region anesthesia in child ,ultrasound guid lower limb peripher nerv block are an effici techniqu of region anesthesia in child ,ultrasound guid lower limb peripher nerv block are an effici techniqu of region anesthesia in child 
23,0,[],,patient characterist such a obes  uterin size  and abdomin scar limit the accur palpat of the adnexa ,0,patient characterist such a obes  uterin size  and abdomin scar limit the accur palpat of the adnexa ,patient characterist such a obes  uterin size  and abdomin scar limit the accur palpat of the adnexa ,patient characterist such a obes  uterin size  and abdomin scar limit the accur palpat of the adnexa 
518,0,[],,the acupunctur at the acupoint select from the affect meridian base on the locat differenti and the heavi moxibust at pain point are safe and effect in the treatment of fibromyalgia syndrom and present the better persist effect a compar with the combin medic of tramadol sustain releas tablet and amitriptylin ,2,the acupunctur at the acupoint select from the affect meridian base on the locat differenti and the heavi moxibust at pain point are safe and effect in the treatment of fibromyalgia syndrom and present the better persist effect a compar with the combin medic of tramadol sustain releas tablet and amitriptylin ,the acupunctur at the acupoint select from the affect meridian base on the locat differenti and the heavi moxibust at pain point are safe and effect in the treatment of fibromyalgia syndrom and present the better persist effect a compar with the combin medic of tramadol sustain releas tablet and amitriptylin ,the acupunctur at the acupoint select from the affect meridian base on the locat differenti and the heavi moxibust at pain point are safe and effect in the treatment of fibromyalgia syndrom and present the better persist effect a compar with the combin medic of tramadol sustain releas tablet and amitriptylin 
144,0,[],,bedwet can be treat success with dbt when other treatment such a normal alarm treatment have fail  and alarm treatment dbt can have a posit influenc on behaviour emot problem ,2,bedwet can be treat success with dbt when other treatment such a normal alarm treatment have fail  and alarm treatment dbt can have a posit influenc on behaviour emot problem ,bedwet can be treat success with dbt when other treatment such a normal alarm treatment have fail  and alarm treatment dbt can have a posit influenc on behaviour emot problem ,bedwet can be treat success with dbt when other treatment such a normal alarm treatment have fail  and alarm treatment dbt can have a posit influenc on behaviour emot problem 
65,0,[],,these bioflavonoid improv earli outcom in cadaver renal transplant  possibl through ho digit induct ,2,these bioflavonoid improv earli outcom in cadaver renal transplant  possibl through ho digit induct ,these bioflavonoid improv earli outcom in cadaver renal transplant  possibl through ho digit induct ,these bioflavonoid improv earli outcom in cadaver renal transplant  possibl through ho digit induct 
720,0,[],,sipsmart also yield small  yet signific  improv in bmi ,2,sipsmart also yield small  yet signific  improv in bmi ,sipsmart also yield small  yet signific  improv in bmi ,sipsmart also yield small  yet signific  improv in bmi 
49,0,[],,evid suggest that the mode of action of bupropion and nortriptylin is independ of their antidepress effect and that they are of similar efficaci to nicotin replac ,2,evid suggest that the mode of action of bupropion and nortriptylin is independ of their antidepress effect and that they are of similar efficaci to nicotin replac ,evid suggest that the mode of action of bupropion and nortriptylin is independ of their antidepress effect and that they are of similar efficaci to nicotin replac ,evid suggest that the mode of action of bupropion and nortriptylin is independ of their antidepress effect and that they are of similar efficaci to nicotin replac 
1317,0,[],,consid both efficaci and safeti  colchicin can be prescrib with a onc daili dosag ,1,consid both efficaci and safeti  colchicin can be prescrib with a onc daili dosag ,consid both efficaci and safeti  colchicin can be prescrib with a onc daili dosag ,consid both efficaci and safeti  colchicin can be prescrib with a onc daili dosag 
331,0,[],,after heptaval pneumococc conjug vaccin introduct  child were le like to develop frequent otiti medium or have pressur equal tube insert ,2,after heptaval pneumococc conjug vaccin introduct  child were le like to develop frequent otiti medium or have pressur equal tube insert ,after heptaval pneumococc conjug vaccin introduct  child were le like to develop frequent otiti medium or have pressur equal tube insert ,after heptaval pneumococc conjug vaccin introduct  child were le like to develop frequent otiti medium or have pressur equal tube insert 
591,0,[],,there is a trend toward improv local tumor control and progress free surviv with proton beam ,2,there is a trend toward improv local tumor control and progress free surviv with proton beam ,there is a trend toward improv local tumor control and progress free surviv with proton beam ,there is a trend toward improv local tumor control and progress free surviv with proton beam 
324,0,[],,we also found this expens therapi to be much le effect than previous believ  particular for achiev complet cure of all digit toenail ,0,we also found this expens therapi to be much le effect than previous believ  particular for achiev complet cure of all digit toenail ,we also found this expens therapi to be much le effect than previous believ  particular for achiev complet cure of all digit toenail ,we also found this expens therapi to be much le effect than previous believ  particular for achiev complet cure of all digit toenail 
731,0,[],,given that most pregnant quitter will relaps within digit year postpartum and that postpartum smoke ha negat health consequ for woman and child  effect intervent that target postpartum mood and stress are need ,1,given that most pregnant quitter will relaps within digit year postpartum and that postpartum smoke ha negat health consequ for woman and child  effect intervent that target postpartum mood and stress are need ,given that most pregnant quitter will relaps within digit year postpartum and that postpartum smoke ha negat health consequ for woman and child  effect intervent that target postpartum mood and stress are need ,given that most pregnant quitter will relaps within digit year postpartum and that postpartum smoke ha negat health consequ for woman and child  effect intervent that target postpartum mood and stress are need 
1361,0,[],,acut coffe consumpt in non stress condit activ saa and bp but not salivari cortisol  indic activ of the sympathet nervous system ,1,acut coffe consumpt in non stress condit activ saa and bp but not salivari cortisol  indic activ of the sympathet nervous system ,acut coffe consumpt in non stress condit activ saa and bp but not salivari cortisol  indic activ of the sympathet nervous system ,acut coffe consumpt in non stress condit activ saa and bp but not salivari cortisol  indic activ of the sympathet nervous system 
90,0,[],,the extra blood pressur reduct from combin drug from digit differ class is approxim digit time greater than doubl the dose of digit drug ,1,the extra blood pressur reduct from combin drug from digit differ class is approxim digit time greater than doubl the dose of digit drug ,the extra blood pressur reduct from combin drug from digit differ class is approxim digit time greater than doubl the dose of digit drug ,the extra blood pressur reduct from combin drug from digit differ class is approxim digit time greater than doubl the dose of digit drug 
1316,0,[],,the test base approach to the manag of malaria did not increas the incid of malaria or anaemia among under five child in this set ,2,the test base approach to the manag of malaria did not increas the incid of malaria or anaemia among under five child in this set ,the test base approach to the manag of malaria did not increas the incid of malaria or anaemia among under five child in this set ,the test base approach to the manag of malaria did not increas the incid of malaria or anaemia among under five child in this set 
147,0,[],,befor treatment  exercis systol bp wa digit     digit mm hg  mean     sd  in the digit patient random to losartan and digit     digit mm hg in the digit patient who receiv hctz ,1,befor treatment  exercis systol bp wa digit     digit mm hg  mean     sd  in the digit patient random to losartan and digit     digit mm hg in the digit patient who receiv hctz ,befor treatment  exercis systol bp wa digit     digit mm hg  mean     sd  in the digit patient random to losartan and digit     digit mm hg in the digit patient who receiv hctz ,befor treatment  exercis systol bp wa digit     digit mm hg  mean     sd  in the digit patient random to losartan and digit     digit mm hg in the digit patient who receiv hctz 
1224,0,[],,vitamin d defici wa associ with higher diseas activ and sever and presenc of metabol syndrom ,0,vitamin d defici wa associ with higher diseas activ and sever and presenc of metabol syndrom ,vitamin d defici wa associ with higher diseas activ and sever and presenc of metabol syndrom ,vitamin d defici wa associ with higher diseas activ and sever and presenc of metabol syndrom 
14,0,[],,our result suggest that  medic expuls therapi   use either alpha antagonist or calcium channel blocker  augment the stone expuls rate compar to standard therapi for moder size distal ureter stone ,2,our result suggest that  medic expuls therapi   use either alpha antagonist or calcium channel blocker  augment the stone expuls rate compar to standard therapi for moder size distal ureter stone ,our result suggest that  medic expuls therapi   use either alpha antagonist or calcium channel blocker  augment the stone expuls rate compar to standard therapi for moder size distal ureter stone ,our result suggest that  medic expuls therapi   use either alpha antagonist or calcium channel blocker  augment the stone expuls rate compar to standard therapi for moder size distal ureter stone 
361,0,[],,the use of a sensit assay for troponin i improv earli diagnosi of acut myocardi infarct and risk stratif  regardless of the time of chest pain onset ,2,the use of a sensit assay for troponin i improv earli diagnosi of acut myocardi infarct and risk stratif  regardless of the time of chest pain onset ,the use of a sensit assay for troponin i improv earli diagnosi of acut myocardi infarct and risk stratif  regardless of the time of chest pain onset ,the use of a sensit assay for troponin i improv earli diagnosi of acut myocardi infarct and risk stratif  regardless of the time of chest pain onset 
788,0,[],,thus  tool for clinic assess can be develop from empir studi in various clinic set ,1,thus  tool for clinic assess can be develop from empir studi in various clinic set ,thus  tool for clinic assess can be develop from empir studi in various clinic set ,thus  tool for clinic assess can be develop from empir studi in various clinic set 
298,0,[],,recommend digit  opioid may be consid in the treatment of chronic lbp but should be avoid if possibl  strength  weak  ,0,recommend digit  opioid may be consid in the treatment of chronic lbp but should be avoid if possibl  strength  weak  ,recommend digit  opioid may be consid in the treatment of chronic lbp but should be avoid if possibl  strength  weak  ,recommend digit  opioid may be consid in the treatment of chronic lbp but should be avoid if possibl  strength  weak  
391,0,[],,further prospect studi on patient take long term acid suppress are need to establish whether this associ is causal ,1,further prospect studi on patient take long term acid suppress are need to establish whether this associ is causal ,further prospect studi on patient take long term acid suppress are need to establish whether this associ is causal ,further prospect studi on patient take long term acid suppress are need to establish whether this associ is causal 
359,0,[],,trial of intervent demonstr improv in some outcom measur  but conclus and generaliz are limit ,2,trial of intervent demonstr improv in some outcom measur  but conclus and generaliz are limit ,trial of intervent demonstr improv in some outcom measur  but conclus and generaliz are limit ,trial of intervent demonstr improv in some outcom measur  but conclus and generaliz are limit 
1238,0,[],,these find support a role of cypdigitcdigit genotyp in the efficaci of this treatment ,2,these find support a role of cypdigitcdigit genotyp in the efficaci of this treatment ,these find support a role of cypdigitcdigit genotyp in the efficaci of this treatment ,these find support a role of cypdigitcdigit genotyp in the efficaci of this treatment 
214,0,[],,heterogen in studi design need to be address in futur research in order to test the efficaci of this intervent ,1,heterogen in studi design need to be address in futur research in order to test the efficaci of this intervent ,heterogen in studi design need to be address in futur research in order to test the efficaci of this intervent ,heterogen in studi design need to be address in futur research in order to test the efficaci of this intervent 
1202,0,[],,both mm and vdo were signific improv by use of occlus splint pretreat ,2,both mm and vdo were signific improv by use of occlus splint pretreat ,both mm and vdo were signific improv by use of occlus splint pretreat ,both mm and vdo were signific improv by use of occlus splint pretreat 
1410,0,[],,signific le rbl wa observ after digit year of load around il implant than around dl implant ,2,signific le rbl wa observ after digit year of load around il implant than around dl implant ,signific le rbl wa observ after digit year of load around il implant than around dl implant ,signific le rbl wa observ after digit year of load around il implant than around dl implant 
206,0,[],,this evid of a dose respons effect provid further support for the potenti causal natur of iatrogen acid suppress in the develop of nosocomi c difficil infect ,2,this evid of a dose respons effect provid further support for the potenti causal natur of iatrogen acid suppress in the develop of nosocomi c difficil infect ,this evid of a dose respons effect provid further support for the potenti causal natur of iatrogen acid suppress in the develop of nosocomi c difficil infect ,this evid of a dose respons effect provid further support for the potenti causal natur of iatrogen acid suppress in the develop of nosocomi c difficil infect 
96,0,[],,supplement with vitamin d can be achiev equal well with daili  week  or month dose frequenc ,2,supplement with vitamin d can be achiev equal well with daili  week  or month dose frequenc ,supplement with vitamin d can be achiev equal well with daili  week  or month dose frequenc ,supplement with vitamin d can be achiev equal well with daili  week  or month dose frequenc 
102,0,[],,those who are femal  diabet and have neurophysiolog confirm of diagnosi have the highest risk of relaps ,0,those who are femal  diabet and have neurophysiolog confirm of diagnosi have the highest risk of relaps ,those who are femal  diabet and have neurophysiolog confirm of diagnosi have the highest risk of relaps ,those who are femal  diabet and have neurophysiolog confirm of diagnosi have the highest risk of relaps 
1368,0,[],,howev  signific toxic were hurdl to sustain v fnd therapi ,0,howev  signific toxic were hurdl to sustain v fnd therapi ,howev  signific toxic were hurdl to sustain v fnd therapi ,howev  signific toxic were hurdl to sustain v fnd therapi 
341,0,[],,follow up endoscopi is strong indic for an nud patient with multipl risk factor for ulcer format when symptom recur ,1,follow up endoscopi is strong indic for an nud patient with multipl risk factor for ulcer format when symptom recur ,follow up endoscopi is strong indic for an nud patient with multipl risk factor for ulcer format when symptom recur ,follow up endoscopi is strong indic for an nud patient with multipl risk factor for ulcer format when symptom recur 
