id,sen,lab,socal
390,"Balance training can be used prophylactically or after an acute ankle inpo in an effort to reduce future ankle sprains, but current evidence is insufficient to assess this effect in patients with chronic ankle instability.",2,-1.75
391,Further prospective studies on patients taking long-term acid patf are needed to establish whether this association is causal.,1,1
392,The administration of three local cortivazol injections was followed by patf of the corticotropic axis that persisted beyond 21 days after epidural injection and recovered more rapidly after intra-articular injection.,2,0
393,"With excellent cure rates and a good tolerability profile, terbinafine should continue to be a drug of choice for the treatment of toenail dsyn in the rising number of NIDDM patients receiving multiple medication.",2,4
394,Currently available evidence weakly supports the inference that testosterone use in men is not associated with important cardiovascular effects.,1,1.25
395,Patients and clinicians need large randomized trials of men at risk for cardiovascular dsyn to better inform the safety of long-term testosterone use.,1,1
396,"Although there are as yet no large-scale, long-term controlled studies of T therapy to provide a definitive assessment of risk, numerous smaller clinical trials as well as population-based longitudinal studies consistently fail to support the historical idea that T therapy poses an increased risk of prostate neop or exacerbation of symptoms due to benign prostatic hyperplasia.",0,-0.771428571
398,"In contrast, there is mounting evidence that low serum T is associated with greater prostate neop risk, and more worrisome features of prostate cancer.",0,0
424,"In those patients with migraine, the most common reasons for misdiagnosis include headache triggers, pain location, and associated features (""guilt by provocation, location, and association"") commonly attributed to anab headache.",1,-1
428,NNS significantly decreases some elements of measurable physiologic pain response of the neonate during circumcision.,2,-1.6
429,The present trial evaluated the tolerability of red yeast rice versus pravastatin in patients unable to tolerate other statins because of myalgia.,1,0
